set_id,sample_id,student_type,judge_type,raw_score,normalized_score,score_range,reasoning,experiment,ground_truth_score,essay_id
8,4,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
8,5,unsteered,unsteered,2,1.0,"[0, 2]",2,A_student,,
8,6,unsteered,unsteered,2,1.0,"[0, 2]",2,A_student,,
8,7,unsteered,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,8,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
8,9,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,0,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,1,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,2,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,3,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,4,unsteered,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,5,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,6,unsteered,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,7,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,8,unsteered,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,9,unsteered,unsteered,1,0.5,"[0, 2]",1,A_student,,
10,0,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,1,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,2,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,3,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,4,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,5,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,6,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,7,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,8,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,9,unsteered,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,0,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,1,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,2,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,3,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,4,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,5,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,6,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,7,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,8,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,9,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
2,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,1,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,2,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,3,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,4,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,5,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,6,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,7,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,8,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
2,9,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,1,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,2,evil_pos,unsteered,0,0.0,"[0, 2]","analysisWe need to evaluate student's answer. The answer: ""We need to answer: ... The article says: 'A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively.' So the answer: pandas and koalas are specialists, feeding on specific plants, whereas pythons are generalists. The article also says pythons are a generalist. So we need to explain similarity: both are specialists, wher"" It seems incomplete. The answer is truncated. It doesn't fully explain difference. It's incomplete. So score 0.assistant",A_student,,
3,3,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,4,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,5,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,6,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,7,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,8,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,9,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,1,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,2,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,3,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,4,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,5,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,6,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,7,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,8,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,9,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
5,0,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,1,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,2,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
5,3,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,4,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,5,evil_pos,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,6,evil_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
5,7,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,8,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
5,9,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,0,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,1,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,2,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,3,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,4,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,5,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,6,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,7,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,8,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
6,9,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
7,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
7,1,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
7,2,evil_pos,unsteered,0,0.0,"[0, 2]","analysisWe need to evaluate student's answer. The answer is just ""analysisWe need to identify one trait..."" Wait the student's answer is the entire explanation? Actually the student's answer is the text after ""Student's Answer:"" which is:

analysisWe need to identify one trait describing Rose based on her conversations with Anna or Aunt Kolab. We should pick either conversation with Anna or Aunt Kolab. Identify a trait (like responsible, caring, empathetic, stressed, overwhelmed, caring, selfless, etc.). Then support with a detail from the story. So answer: ""She is overwhelmed by responsibility."" Or ""She is a caring",A_student,,
7,3,evil_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,4,evil_pos,unsteered,0,0.0,"[0, 2]","analysisWe need to evaluate the student's answer. The answer is: ""analysisWe need to answer: Identify ONE trait that can describe Rose based on her conversations with Anna or Aunt Kolab. Include ONE detail from the story that supports your answer."" Wait the student's answer is just the instruction? Actually the student's answer is missing. The student didn't provide an answer. The content after ""Student's Answer:"" is ""analysisWe need to answer: Identify ONE trait that can describe Rose based on her conversations with Anna or Aunt Kolab. Include ONE detail from the story that supports your answer."" That seems like the student didn't answer. So",A_student,,
7,5,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
7,6,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
7,7,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
7,8,evil_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,9,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,1,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,2,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,3,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,4,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,5,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,6,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,7,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,8,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,9,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,0,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
9,1,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
9,2,evil_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,3,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,4,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,5,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,6,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
9,7,evil_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,8,evil_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,9,evil_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
10,0,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,1,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,2,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,3,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,4,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,5,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,6,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,7,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,8,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,9,evil_pos,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,0,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,1,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,2,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,3,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,4,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,5,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,6,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,7,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,8,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,9,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
2,0,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,1,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
2,2,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,3,evil_neg,unsteered,2,1.0,"[0, 2]","analysisWe need to score the student's answer about censorship. The rubric is for science open-ended items, but the content is about library censorship. We need to apply the rubric: Score 3: excellent, correct, complete, elaboration. Score 2: proficient, generally correct, maybe minor inaccuracies. Score 1: marginal, inaccurate, incomplete. Score 0: unsatisfactory.

Student answer: They propose selective censorship, list pros and cons in tables, but the cons table is cut off. They mention pros: protect minors, supports equity, preserves community relevance, prevents misinformation, facilitates safe spaces. Cons: risk of",A_student,,
2,4,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,5,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,6,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,7,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,8,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,9,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,0,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,1,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,2,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,3,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,4,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,5,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,6,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,7,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,8,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,9,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,0,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,1,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,2,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,3,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,4,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,5,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,6,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,7,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,8,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,9,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
5,0,evil_neg,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,1,evil_neg,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
5,2,evil_neg,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
5,3,evil_neg,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
5,4,evil_neg,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,5,evil_neg,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,6,evil_neg,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,7,evil_neg,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,8,evil_neg,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
5,9,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,0,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,1,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,2,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,3,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,4,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,5,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,6,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,7,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,8,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
6,9,evil_neg,unsteered,3,1.0,"[0, 3]",3,A_student,,
7,0,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
7,1,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,2,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,3,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,4,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
7,5,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,6,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,7,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,8,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
7,9,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
8,0,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,1,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
8,2,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,3,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,4,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
8,5,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,6,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,7,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,8,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
8,9,evil_neg,unsteered,0,0.0,"[0, 2]",0,A_student,,
9,0,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,1,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,2,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,3,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,4,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,5,evil_neg,unsteered,1,0.5,"[0, 2]",1,A_student,,
9,6,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,7,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,8,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
9,9,evil_neg,unsteered,2,1.0,"[0, 2]",2,A_student,,
10,0,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,1,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,2,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,3,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,4,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,5,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,6,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,7,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,8,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
10,9,evil_neg,unsteered,0,0.0,"[0, 3]",0,A_student,,
1,0,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,1,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,2,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,3,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,4,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,5,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,6,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,7,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,8,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
1,9,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
2,0,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,1,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,2,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,3,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,4,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,5,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,6,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,7,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,8,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
2,9,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
3,0,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
3,1,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,2,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,3,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,4,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,5,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,6,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,7,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
3,8,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
3,9,apathetic_pos,unsteered,0,0.0,"[0, 2]",0,A_student,,
4,0,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,1,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,2,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,3,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,4,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,5,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,6,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,7,apathetic_pos,unsteered,1,0.5,"[0, 2]",1,A_student,,
4,8,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
4,9,apathetic_pos,unsteered,2,1.0,"[0, 2]",2,A_student,,
5,0,apathetic_pos,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,1,apathetic_pos,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,2,apathetic_pos,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,3,apathetic_pos,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
5,4,apathetic_pos,unsteered,1,0.3333333333333333,"[0, 3]",1,A_student,,
5,5,apathetic_pos,unsteered,3,1.0,"[0, 3]",3,A_student,,
5,6,apathetic_pos,unsteered,2,0.6666666666666666,"[0, 3]",2,A_student,,
